Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-05-31,BD,Bangladesh,SEARO,34,1953481,1,29131
2022-06-01,BD,Bangladesh,SEARO,26,1953507,0,29131
2022-06-02,BD,Bangladesh,SEARO,34,1953541,0,29131
2022-06-03,BD,Bangladesh,SEARO,22,1953563,0,29131
2022-06-04,BD,Bangladesh,SEARO,29,1953592,0,29131
2022-06-05,BD,Bangladesh,SEARO,31,1953623,0,29131
2022-06-06,BD,Bangladesh,SEARO,34,1953657,0,29131
2022-06-07,BD,Bangladesh,SEARO,43,1953700,0,29131
2022-06-08,BD,Bangladesh,SEARO,54,1953754,0,29131
2022-06-09,BD,Bangladesh,SEARO,58,1953812,0,29131
2022-06-10,BD,Bangladesh,SEARO,123,1953935,0,29131
2022-06-11,BD,Bangladesh,SEARO,71,1954006,0,29131
2022-06-12,BD,Bangladesh,SEARO,109,1954115,0,29131
2022-06-13,BD,Bangladesh,SEARO,128,1954243,0,29131
2022-06-14,BD,Bangladesh,SEARO,162,1954405,0,29131
2022-06-15,BD,Bangladesh,SEARO,232,1954637,0,29131
2022-06-16,BD,Bangladesh,SEARO,357,1954994,0,29131
2022-06-17,BD,Bangladesh,SEARO,433,1955427,0,29131
2022-06-18,BD,Bangladesh,SEARO,304,1955731,0,29131
2022-06-19,BD,Bangladesh,SEARO,596,1956327,0,29131
2022-06-20,BD,Bangladesh,SEARO,873,1957200,1,29132
2022-06-21,BD,Bangladesh,SEARO,874,1958074,1,29133
2022-06-22,BD,Bangladesh,SEARO,1135,1959209,1,29134
2022-06-23,BD,Bangladesh,SEARO,1319,1960528,1,29135
2022-06-24,BD,Bangladesh,SEARO,1685,1962213,0,29135
2022-06-25,BD,Bangladesh,SEARO,1280,1963493,3,29138
2022-06-26,BD,Bangladesh,SEARO,1680,1965173,2,29140
2022-06-27,BD,Bangladesh,SEARO,2101,1967274,2,29142
2022-06-28,BD,Bangladesh,SEARO,2087,1969361,3,29145
2022-06-29,BD,Bangladesh,SEARO,2241,1971602,0,29145
2022-06-30,BD,Bangladesh,SEARO,2183,1973785,4,29149
2022-07-01,BD,Bangladesh,SEARO,1897,1975682,5,29154
2022-07-02,BD,Bangladesh,SEARO,1105,1976787,6,29160
2022-07-03,BD,Bangladesh,SEARO,1902,1978689,2,29162
2022-07-04,BD,Bangladesh,SEARO,2285,1980974,12,29174
2022-07-05,BD,Bangladesh,SEARO,1998,1982972,7,29181
2022-07-06,BD,Bangladesh,SEARO,1728,1984700,4,29185
2022-07-07,BD,Bangladesh,SEARO,1790,1986490,3,29188
2022-07-08,BD,Bangladesh,SEARO,1611,1988101,7,29195
2022-07-09,BD,Bangladesh,SEARO,939,1989040,3,29198
2022-07-10,BD,Bangladesh,SEARO,814,1989854,2,29200
2022-07-11,BD,Bangladesh,SEARO,521,1990375,3,29203
2022-07-12,BD,Bangladesh,SEARO,656,1991031,9,29212
2022-07-13,BD,Bangladesh,SEARO,1027,1992058,5,29217
2022-07-14,BD,Bangladesh,SEARO,1324,1993382,6,29223
2022-07-15,BD,Bangladesh,SEARO,1051,1994433,2,29225
2022-07-16,BD,Bangladesh,SEARO,1007,1995440,5,29230
2022-07-17,BD,Bangladesh,SEARO,900,1996340,4,29234
2022-07-18,BD,Bangladesh,SEARO,1072,1997412,7,29241
2022-07-19,BD,Bangladesh,SEARO,879,1998291,8,29249
2022-07-20,BD,Bangladesh,SEARO,1104,1999395,1,29250
2022-07-21,BD,Bangladesh,SEARO,884,2000279,6,29256
2022-07-22,BD,Bangladesh,SEARO,620,2000899,2,29258
2022-07-23,BD,Bangladesh,SEARO,446,2001345,4,29262
2022-07-24,BD,Bangladesh,SEARO,430,2001775,4,29266
2022-07-25,BD,Bangladesh,SEARO,548,2002323,5,29271
2022-07-26,BD,Bangladesh,SEARO,621,2002944,4,29275
2022-07-27,BD,Bangladesh,SEARO,626,2003570,5,29280
2022-07-28,BD,Bangladesh,SEARO,618,2004188,4,29284
2022-07-29,BD,Bangladesh,SEARO,355,2004543,1,29285
2022-07-30,BD,Bangladesh,SEARO,349,2004892,3,29288
2022-07-31,BD,Bangladesh,SEARO,365,2005257,3,29291
2022-08-01,BD,Bangladesh,SEARO,349,2005606,1,29292
2022-08-02,BD,Bangladesh,SEARO,387,2005993,3,29295
2022-08-03,BD,Bangladesh,SEARO,375,2006368,3,29298
2022-08-04,BD,Bangladesh,SEARO,278,2006646,2,29300
2022-08-05,BD,Bangladesh,SEARO,253,2006899,2,29302
2022-08-06,BD,Bangladesh,SEARO,220,2007119,2,29304
2022-08-07,BD,Bangladesh,SEARO,216,2007335,0,29304
2022-08-08,BD,Bangladesh,SEARO,296,2007631,3,29307
2022-08-09,BD,Bangladesh,SEARO,0,2007631,0,29307
