iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGD,Asia,Bangladesh,2020-03-08,3.0,3.0,,,,,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-09,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-10,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-11,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-12,3.0,0.0,,,,,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-13,3.0,0.0,0.429,,,,0.018,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-14,3.0,0.0,0.429,,,,0.018,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-15,5.0,2.0,0.286,,,,0.03,0.012,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-16,8.0,3.0,0.714,,,,0.047,0.018,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-17,10.0,2.0,1.0,,,,0.059,0.012,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-18,14.0,4.0,1.571,1.0,1.0,,0.083,0.024,0.009,0.006,0.006,,,,,,,,,,,,,,,,,,,,,,,,,33.33,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-19,17.0,3.0,2.0,1.0,0.0,,0.1,0.018,0.012,0.006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,75.93,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-20,20.0,3.0,2.429,1.0,0.0,,0.118,0.018,0.014,0.006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,75.93,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-21,25.0,5.0,3.143,2.0,1.0,,0.148,0.03,0.019,0.012,0.006,,,,,,,,,,,,,,,,,,,,,,,,,81.48,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-22,27.0,2.0,3.143,2.0,0.0,,0.159,0.012,0.019,0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,81.48,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-23,33.0,6.0,3.571,3.0,1.0,0.429,0.195,0.035,0.021,0.018,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,81.48,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-24,39.0,6.0,4.143,4.0,1.0,0.571,0.23,0.035,0.024,0.024,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,81.48,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-25,39.0,0.0,3.571,5.0,1.0,0.571,0.23,0.0,0.021,0.03,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,82.41,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-26,44.0,5.0,3.857,5.0,0.0,0.571,0.26,0.03,0.023,0.03,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,84.26,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-27,48.0,4.0,4.0,5.0,0.0,0.571,0.283,0.024,0.024,0.03,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,84.26,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-28,48.0,0.0,3.286,5.0,0.0,0.429,0.283,0.0,0.019,0.03,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,84.26,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-29,48.0,0.0,3.0,5.0,0.0,0.429,0.283,0.0,0.018,0.03,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,84.26,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-30,49.0,1.0,2.286,5.0,0.0,0.286,0.289,0.006,0.013,0.03,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,84.26,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-03-31,51.0,2.0,1.714,5.0,0.0,0.143,0.301,0.012,0.01,0.03,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-01,54.0,3.0,2.143,6.0,1.0,0.143,0.319,0.018,0.013,0.035,0.006,0.001,,,,,,,,,,,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-02,56.0,2.0,1.714,6.0,0.0,0.143,0.331,0.012,0.01,0.035,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-03,61.0,5.0,1.857,6.0,0.0,0.143,0.36,0.03,0.011,0.035,0.0,0.001,,203.0,203.0,0.001,0.001,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-04,70.0,9.0,3.143,8.0,2.0,0.429,0.413,0.053,0.019,0.047,0.012,0.003,,637.0,434.0,0.004,0.003,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-05,88.0,18.0,5.714,9.0,1.0,0.571,0.52,0.106,0.034,0.053,0.006,0.003,,1004.0,367.0,0.006,0.002,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-06,123.0,35.0,10.571,12.0,3.0,1.0,0.726,0.207,0.062,0.071,0.018,0.006,,1472.0,468.0,0.009,0.003,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-07,164.0,41.0,16.143,17.0,5.0,1.714,0.968,0.242,0.095,0.1,0.03,0.01,2.7,2151.0,679.0,0.013,0.004,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-08,218.0,54.0,23.429,20.0,3.0,2.0,1.287,0.319,0.138,0.118,0.018,0.012,2.8,3132.0,981.0,0.019,0.006,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-09,330.0,112.0,39.143,21.0,1.0,2.143,1.949,0.661,0.231,0.124,0.006,0.013,2.91,4037.0,905.0,0.024,0.005,,,,,tests performed,,,,,,,,,,,,,,87.04,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-10,424.0,94.0,51.857,27.0,6.0,3.0,2.504,0.555,0.306,0.159,0.035,0.018,2.71,5221.0,1184.0,0.031,0.007,717.0,0.004,0.0723,13.8,tests performed,,,,,,,,,,,,,,90.74,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-11,482.0,58.0,58.857,30.0,3.0,3.143,2.846,0.342,0.348,0.177,0.018,0.019,2.54,6175.0,954.0,0.037,0.006,791.0,0.005,0.0744,13.4,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-12,621.0,139.0,76.143,34.0,4.0,3.571,3.667,0.821,0.45,0.201,0.024,0.021,2.61,7515.0,1340.0,0.045,0.008,930.0,0.006,0.0819,12.2,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-13,803.0,182.0,97.143,39.0,5.0,3.857,4.741,1.075,0.574,0.23,0.03,0.023,2.6,9085.0,1570.0,0.055,0.009,1088.0,0.007,0.0893,11.2,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-14,1012.0,209.0,121.143,46.0,7.0,4.143,5.976,1.234,0.715,0.272,0.041,0.024,2.56,10990.0,1905.0,0.066,0.011,1263.0,0.008,0.0959,10.4,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-15,1231.0,219.0,144.714,50.0,4.0,4.286,7.269,1.293,0.854,0.295,0.024,0.025,2.44,12730.0,1740.0,0.077,0.01,1371.0,0.008,0.1056,9.5,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-16,1572.0,341.0,177.429,60.0,10.0,5.571,9.282,2.014,1.048,0.354,0.059,0.033,2.33,14749.0,2019.0,0.089,0.012,1530.0,0.009,0.116,8.6,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-17,1838.0,266.0,202.0,75.0,15.0,6.857,10.853,1.571,1.193,0.443,0.089,0.04,2.19,16939.0,2190.0,0.102,0.013,1674.0,0.01,0.1207,8.3,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-18,2144.0,306.0,237.429,84.0,9.0,7.714,12.66,1.807,1.402,0.496,0.053,0.046,2.13,19053.0,2114.0,0.115,0.013,1840.0,0.011,0.129,7.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-19,2456.0,312.0,262.143,91.0,7.0,8.143,14.502,1.842,1.548,0.537,0.041,0.048,1.97,21687.0,2634.0,0.13,0.016,2025.0,0.012,0.1295,7.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-20,2948.0,492.0,306.429,101.0,10.0,8.857,17.407,2.905,1.809,0.596,0.059,0.052,1.91,24466.0,2779.0,0.147,0.017,2197.0,0.013,0.1395,7.2,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-21,3382.0,434.0,338.571,110.0,9.0,9.143,19.97,2.563,1.999,0.65,0.053,0.054,1.76,27440.0,2974.0,0.165,0.018,2350.0,0.014,0.1441,6.9,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-22,3772.0,390.0,363.0,120.0,10.0,10.0,22.273,2.303,2.143,0.709,0.059,0.059,1.58,30536.0,3096.0,0.184,0.019,2544.0,0.015,0.1427,7.0,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-23,4186.0,414.0,373.429,127.0,7.0,9.571,24.717,2.445,2.205,0.75,0.041,0.057,1.46,33952.0,3416.0,0.204,0.021,2743.0,0.016,0.1361,7.3,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-24,4689.0,503.0,407.286,131.0,4.0,8.0,27.687,2.97,2.405,0.774,0.024,0.047,1.48,37638.0,3686.0,0.226,0.022,2957.0,0.018,0.1377,7.3,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-25,4998.0,309.0,407.714,140.0,9.0,8.0,29.512,1.825,2.407,0.827,0.053,0.047,1.41,40975.0,3337.0,0.246,0.02,3132.0,0.019,0.1302,7.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-26,5416.0,418.0,422.857,145.0,5.0,7.714,31.98,2.468,2.497,0.856,0.03,0.046,1.37,44451.0,3476.0,0.267,0.021,3252.0,0.02,0.13,7.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-27,5913.0,497.0,423.571,152.0,7.0,7.286,34.915,2.935,2.501,0.898,0.041,0.043,1.36,48263.0,3812.0,0.29,0.023,3400.0,0.02,0.1246,8.0,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-28,6462.0,549.0,440.0,155.0,3.0,6.429,38.156,3.242,2.598,0.915,0.018,0.038,1.41,52595.0,4332.0,0.316,0.026,3594.0,0.022,0.1224,8.2,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-29,7103.0,641.0,475.857,163.0,8.0,6.143,41.941,3.785,2.81,0.962,0.047,0.036,1.41,57563.0,4968.0,0.346,0.03,3861.0,0.023,0.1232,8.1,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-04-30,7667.0,564.0,497.286,168.0,5.0,5.857,45.271,3.33,2.936,0.992,0.03,0.035,1.35,62528.0,4965.0,0.376,0.03,4082.0,0.025,0.1218,8.2,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-01,8238.0,571.0,507.0,170.0,2.0,5.571,48.643,3.372,2.994,1.004,0.012,0.033,1.36,68101.0,5573.0,0.409,0.034,4352.0,0.026,0.1165,8.6,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-02,8790.0,552.0,541.714,175.0,5.0,5.0,51.902,3.259,3.199,1.033,0.03,0.03,1.4,73928.0,5827.0,0.445,0.035,4708.0,0.028,0.1151,8.7,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-03,9455.0,665.0,577.0,177.0,2.0,4.571,55.829,3.927,3.407,1.045,0.012,0.027,1.37,79296.0,5368.0,0.477,0.032,4978.0,0.03,0.1159,8.6,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-04,10143.0,688.0,604.286,182.0,5.0,4.286,59.892,4.062,3.568,1.075,0.03,0.025,1.33,85556.0,6260.0,0.514,0.038,5328.0,0.032,0.1134,8.8,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-05,10929.0,786.0,638.143,183.0,1.0,4.0,64.533,4.641,3.768,1.081,0.006,0.024,1.34,91267.0,5711.0,0.549,0.034,5525.0,0.033,0.1155,8.7,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-06,11719.0,790.0,659.429,186.0,3.0,3.286,69.197,4.665,3.894,1.098,0.018,0.019,1.29,97508.0,6241.0,0.586,0.038,5706.0,0.034,0.1156,8.7,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-07,12425.0,706.0,679.714,199.0,13.0,4.429,73.366,4.169,4.014,1.175,0.077,0.026,1.24,103375.0,5867.0,0.622,0.035,5835.0,0.035,0.1165,8.6,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-08,13134.0,709.0,699.429,206.0,7.0,5.143,77.552,4.186,4.13,1.216,0.041,0.03,1.25,109316.0,5941.0,0.657,0.036,5888.0,0.035,0.1188,8.4,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-09,13770.0,636.0,711.429,214.0,8.0,5.571,81.308,3.755,4.201,1.264,0.047,0.033,1.3,114781.0,5465.0,0.69,0.033,5836.0,0.035,0.1219,8.2,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-10,14657.0,887.0,743.143,228.0,14.0,7.286,86.545,5.237,4.388,1.346,0.083,0.043,1.35,120419.0,5638.0,0.724,0.034,5875.0,0.035,0.1265,7.9,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-11,15691.0,1034.0,792.571,239.0,11.0,8.143,92.651,6.105,4.68,1.411,0.065,0.048,1.37,127627.0,7208.0,0.767,0.043,6010.0,0.036,0.1319,7.6,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-12,16660.0,969.0,818.714,250.0,11.0,9.571,98.373,5.722,4.834,1.476,0.065,0.057,1.37,134400.0,6773.0,0.808,0.041,6162.0,0.037,0.1329,7.5,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-13,17822.0,1162.0,871.857,269.0,19.0,11.857,105.234,6.861,5.148,1.588,0.112,0.07,1.37,142300.0,7900.0,0.856,0.048,6399.0,0.038,0.1362,7.3,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-14,18863.0,1041.0,919.714,283.0,14.0,12.0,111.381,6.147,5.431,1.671,0.083,0.071,1.34,149692.0,7392.0,0.9,0.044,6617.0,0.04,0.139,7.2,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-15,20065.0,1202.0,990.143,298.0,15.0,13.143,118.478,7.097,5.847,1.76,0.089,0.078,1.36,158274.0,8582.0,0.952,0.052,6994.0,0.042,0.1416,7.1,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-16,20995.0,930.0,1032.143,314.0,16.0,14.286,123.969,5.491,6.095,1.854,0.094,0.084,1.37,165056.0,6782.0,0.992,0.041,7182.0,0.043,0.1437,7.0,tests performed,,,,,,,,,,,,,,89.81,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-17,22268.0,1273.0,1087.286,328.0,14.0,14.286,131.486,7.517,6.42,1.937,0.083,0.084,1.4,173240.0,8184.0,1.042,0.049,7546.0,0.045,0.1441,6.9,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-18,23870.0,1602.0,1168.429,349.0,21.0,15.714,140.945,9.459,6.899,2.061,0.124,0.093,1.41,183028.0,9788.0,1.101,0.059,7914.0,0.048,0.1476,6.8,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-19,25121.0,1251.0,1208.714,370.0,21.0,17.143,148.332,7.387,7.137,2.185,0.124,0.101,1.38,191477.0,8449.0,1.151,0.051,8154.0,0.049,0.1482,6.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-20,26738.0,1617.0,1273.714,386.0,16.0,16.714,157.88,9.548,7.521,2.279,0.094,0.099,1.4,201684.0,10207.0,1.213,0.061,8483.0,0.051,0.1501,6.7,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-05-21,28511.0,1773.0,1378.286,408.0,22.0,17.857,168.349,10.469,8.138,2.409,0.13,0.105,1.41,211946.0,10262.0,1.274,0.062,8893.0,0.053,0.155,6.5,tests performed,,,,,,,,,,,,,,93.52,169356251.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
